locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SGL_RS19385,SGL_RS19385,NC_005230.1,,44249,44419,-,hypothetical protein,No COG annotation,,
SGL_RS00210,SGL_RS00210,NC_005229.1,sll5047,44338,45855,-,hypothetical protein,No COG annotation,,Op586
SGL_RS02040,SGL_RS02040,NC_000911.1,slr1493,44511,44885,+,DUF1636 family protein,Function unknown,,Op2083
SGL_RS00880,SGL_RS00880,NC_005230.1,ssl7053,44777,45019,-,Rho termination factor N-terminal domain-containing protein,No COG annotation,,Op1698
SGL_RS02045,SGL_RS02045,NC_000911.1,slr1494,44948,46789,+,ABC transporter ATP-binding protein,Defense mechanisms,,Op2397
SGL_RS00885,SGL_RS00885,NC_005230.1,slr7054,45124,45630,+,helix-turn-helix domain-containing protein,No COG annotation,,Op1864
SGL_RS00890,SGL_RS00890,NC_005230.1,sll7055,45712,46086,-,hypothetical protein,No COG annotation,,Op2277
SGL_RS00215,SGL_RS00215,NC_005229.1,sll5048,45852,46940,-,glycosyltransferase family 4 protein,No COG annotation,,Op586
SGL_RS00220,SGL_RS00220,NC_005229.1,sll5049,46945,48288,-,oligosaccharide flippase family protein,No COG annotation,,Op586
SGL_RS02050,SGL_RS02050,NC_000911.1,sll1401,47007,47942,-,hypothetical protein,No COG annotation,,Op1926
SGL_RS01590,SGL_RS01590,NC_005232.1,ssr6048,47182,47409,+,hypothetical protein,No COG annotation,,Op724
SGL_RS01595,SGL_RS01595,NC_005232.1,slr6049,47402,47815,+,type II toxin-antitoxin system VapC family toxin,No COG annotation,,Op724
SGL_RS00900,SGL_RS00900,NC_005230.1,slr7057,47550,48242,+,HNH endonuclease,No COG annotation,,Op2349
SGL_RS01600,SGL_RS01600,NC_005232.1,slr6050,47827,51129,+,Eco57I restriction-modification methylase domain-containing protein,No COG annotation,,Op724
SGL_RS02055,SGL_RS02055,NC_000911.1,sll1400,48067,48408,-,DUF5615 family PIN-like protein,No COG annotation,,Op677
SGL_RS00225,SGL_RS00225,NC_005229.1,sll5050,48291,49505,-,glycosyltransferase,No COG annotation,,Op586
SGL_RS02060,SGL_RS02060,NC_000911.1,ssl2733,48405,48635,-,DUF433 domain-containing protein,Function unknown,,Op677
SGL_RS18545,SGL_RS18545,NC_005230.1,,48431,48733,+,HNH endonuclease,No COG annotation,,
SGL_RS02065,SGL_RS02065,NC_000911.1,sll1399,48663,49868,-,DUF4336 domain-containing protein,Function unknown,,Op677
SGL_RS00905,SGL_RS00905,NC_005230.1,slr7059,48790,49434,+,MerR family transcriptional regulator,No COG annotation,,Op1065
SGL_RS00910,SGL_RS00910,NC_005230.1,slr7060,49431,51197,+,macro domain-containing protein,No COG annotation,,Op1065
SGL_RS00230,SGL_RS00230,NC_005229.1,slr5051,49707,50099,+,hypothetical protein,No COG annotation,,Op21
SGL_RS02070,psb28,NC_000911.1,sll1398,49893,50231,-,photosystem II reaction center protein Psb28,Function unknown,,Op677
SGL_RS00235,SGL_RS00235,NC_005229.1,sll5052,50111,52333,-,cellulose synthase operon protein YhjQ/BcsQ,No COG annotation,,Op874
SGL_RS02075,SGL_RS02075,NC_000911.1,slr1495,50246,51895,+,ATP-dependent DNA helicase,Transcription,,Op2338
SGL_RS01605,SGL_RS01605,NC_005232.1,slr6051,51133,51513,+,DUF2513 domain-containing protein,No COG annotation,,Op724
SGL_RS00915,csx2,NC_005230.1,slr7061,51537,52805,+,TIGR02221 family CRISPR-associated protein,No COG annotation,,Op1528
SGL_RS19735,SGL_RS19735,NC_005232.1,,51619,51873,-,DUF6527 family protein,No COG annotation,,
SGL_RS01610,SGL_RS01610,NC_005232.1,sll6053,51986,53401,-,ThiF family adenylyltransferase,No COG annotation,,Op142
SGL_RS18635,SGL_RS18635,NC_000911.1,,52260,53108,-,IS630-like element ISTcSa family transposase,"Replication, recombination and repair",,
SGL_RS00240,SGL_RS00240,NC_005229.1,slr5053,52552,52992,+,cyanoexosortase A system-associated protein,No COG annotation,,Op1621
SGL_RS00920,SGL_RS00920,NC_005230.1,sll7062,52881,53996,-,hypothetical protein,No COG annotation,,Op408
SGL_RS00245,SGL_RS00245,NC_005229.1,slr5054,53037,54026,+,glycosyltransferase,No COG annotation,,Op2299
SGL_RS01615,SGL_RS01615,NC_005232.1,sll6054,53398,53778,-,E2/UBC family protein,No COG annotation,,Op142
SGL_RS02085,SGL_RS02085,NC_000911.1,sll1396,53453,54097,-,hypothetical protein,No COG annotation,,Op2249
SGL_RS01620,SGL_RS01620,NC_005232.1,sll6055,53782,54240,-,multiubiquitin domain-containing protein,No COG annotation,,Op142
SGL_RS00925,SGL_RS00925,NC_005230.1,sll7063,54005,56392,-,TIGR03986 family CRISPR-associated RAMP protein,No COG annotation,,Op408
SGL_RS00250,SGL_RS00250,NC_005229.1,slr5055,54119,54910,+,WecB/TagA/CpsF family glycosyltransferase,No COG annotation,,Op987
SGL_RS01625,SGL_RS01625,NC_005232.1,slr6056,54343,54702,+,helix-turn-helix transcriptional regulator,No COG annotation,,Op418
SGL_RS02090,hypD,NC_000911.1,slr1498,54533,55657,+,hydrogenase formation protein HypD,"Post-translational modification, protein turnover, and chaperones",,Op831
SGL_RS01630,SGL_RS01630,NC_005232.1,slr6057,54708,55295,+,ImmA/IrrE family metallo-endopeptidase,No COG annotation,,Op418
SGL_RS00255,SGL_RS00255,NC_005229.1,slr5056,54911,56281,+,glycosyltransferase family 2 protein,No COG annotation,,Op987
SGL_RS01635,SGL_RS01635,NC_005232.1,slr6058,55646,56236,+,CAP domain-containing protein,No COG annotation,,Op1198
SGL_RS02095,rfbD,NC_000911.1,sll1395,55669,56550,-,dTDP-4-dehydrorhamnose reductase,Cell wall/membrane/envelope biogenesis,,Op1946
SGL_RS01640,SGL_RS01640,NC_005232.1,sll6059,56265,56831,-,site-specific integrase,"Replication, recombination and repair",,Op2684
SGL_RS19680,SGL_RS19680,NC_005229.1,,56357,56617,-,IS1 family transposase,No COG annotation,,
SGL_RS00930,csx19,NC_005230.1,sll7064,56394,56954,-,CRISPR-associated protein Csx19,No COG annotation,,Op408
SGL_RS02100,msrA,NC_000911.1,sll1394,56556,57224,-,peptide-methionine (S)-S-oxide reductase MsrA,"Post-translational modification, protein turnover, and chaperones",,Op1946
SGL_RS00260,SGL_RS00260,NC_005229.1,sll5057,56854,57807,-,sugar transferase,No COG annotation,,Op1217
SGL_RS00935,SGL_RS00935,NC_005230.1,sll7065,56954,58522,-,RAMP superfamily CRISPR-associated protein,No COG annotation,,Op352
SGL_RS01645,SGL_RS01645,NC_005232.1,sll6060,57133,57666,-,N-acetyltransferase,No COG annotation,,Op847
SGL_RS02105,glgA,NC_000911.1,sll1393,57340,58815,-,glycogen synthase GlgA,Nucleotide transport and metabolism,A0A6P1VBG6_9SYNC,Op795
SGL_RS00265,SGL_RS00265,NC_005229.1,slr5058,57972,60323,+,NACHT domain-containing NTPase,No COG annotation,,Op2577
SGL_RS01650,SGL_RS01650,NC_005232.1,ssr6062,58222,58470,+,hypothetical protein,No COG annotation,,Op1589
SGL_RS00940,SGL_RS00940,NC_005230.1,sll7066,58527,60902,-,RAMP superfamily CRISPR-associated protein,No COG annotation,,Op352
SGL_RS01655,SGL_RS01655,NC_005232.1,slr6063,58570,59124,+,hypothetical protein,No COG annotation,,Op2280
SGL_RS02110,SGL_RS02110,NC_000911.1,sll1392,59039,59650,-,TetR/AcrR family transcriptional regulator,Transcription,,Op2166
SGL_RS01660,SGL_RS01660,NC_005232.1,slr6064,59064,59969,+,ATP-binding protein,No COG annotation,,Op285
SGL_RS02115,SGL_RS02115,NC_000911.1,slr1501,59749,60423,+,GNAT family N-acetyltransferase,No COG annotation,,Op2467
SGL_RS01665,SGL_RS01665,NC_005232.1,slr6065,59969,60997,+,metal-dependent hydrolase,No COG annotation,,Op285
SGL_RS00270,SGL_RS00270,NC_005229.1,sll5059,60291,61199,-,response regulator,No COG annotation,,Op1097
SGL_RS02120,SGL_RS02120,NC_000911.1,slr1113,60524,61522,+,ABC transporter ATP-binding protein,Defense mechanisms,,Op942
SGL_RS00945,SGL_RS00945,NC_005230.1,sll7067,60905,62581,-,hypothetical protein,No COG annotation,,Op352
SGL_RS01670,SGL_RS01670,NC_005232.1,slr6066,61115,62188,+,DUF853 family protein,No COG annotation,,Op1533
SGL_RS00275,SGL_RS00275,NC_005229.1,sll5060,61202,64831,-,response regulator,No COG annotation,,Op1097
SGL_RS02125,SGL_RS02125,NC_000911.1,slr1114,61834,63591,+,hypothetical protein,Energy production and conversion,,Op387
SGL_RS01675,SGL_RS01675,NC_005232.1,slr6067,62283,63314,+,hypothetical protein,No COG annotation,,Op2290
SGL_RS00950,cas6,NC_005230.1,slr7068,62908,64011,+,CRISPR-associated endoribonuclease Cas6,No COG annotation,,Op137
SGL_RS01680,SGL_RS01680,NC_005232.1,slr6068,63247,64167,+,hypothetical protein,No COG annotation,,Op1288
SGL_RS02130,SGL_RS02130,NC_000911.1,slr1115,63633,64361,+,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op387
SGL_RS00955,csx18,NC_005230.1,sll7069,64005,64319,-,CRISPR-associated protein Csx18,No COG annotation,,Op423
SGL_RS01685,SGL_RS01685,NC_005232.1,sll6069,64238,64885,-,hypothetical protein,No COG annotation,,Op2624
SGL_RS00960,SGL_RS00960,NC_005230.1,sll7070,64316,64651,-,hypothetical protein,No COG annotation,,Op423
SGL_RS02135,SGL_RS02135,NC_000911.1,slr1116,64393,64914,+,DinB family protein,Function unknown,,Op387
SGL_RS00965,cas1,NC_005230.1,slr7071,64822,65832,+,CRISPR-associated endonuclease Cas1,No COG annotation,,Op1434
SGL_RS00280,SGL_RS00280,NC_005229.1,sll5061,64868,65245,-,PAS domain S-box protein,No COG annotation,,Op1097
SGL_RS01690,SGL_RS01690,NC_005232.1,slr6070,64942,65613,+,thermonuclease family protein,No COG annotation,,Op1509
SGL_RS02140,SGL_RS02140,NC_000911.1,slr1117,64987,65748,+,class I SAM-dependent methyltransferase,No COG annotation,,Op2370
SGL_RS00285,SGL_RS00285,NC_005229.1,sll5062,65331,65786,-,hypothetical protein,No COG annotation,,Op1024
SGL_RS00290,SGL_RS00290,NC_005229.1,sll5063,65758,66480,-,transposase,No COG annotation,,Op236
SGL_RS02145,SGL_RS02145,NC_000911.1,sll1064,65827,67533,-,metallophosphoesterase,Function unknown,,Op430
SGL_RS00970,cas2,NC_005230.1,ssr7072,65842,66123,+,CRISPR-associated endonuclease Cas2,No COG annotation,,Op1434
SGL_RS01695,SGL_RS01695,NC_005232.1,slr6071,66066,68225,+,AAA family ATPase,No COG annotation,,Op2358
SGL_RS00975,SGL_RS00975,NC_005230.1,slr7073,66223,66567,+,hypothetical protein,Function unknown,,Op618
SGL_RS00980,SGL_RS00980,NC_005230.1,ssl7074,66610,66864,-,hemolysin XhlA family protein,No COG annotation,,Op1244
SGL_RS18485,SGL_RS18485,NC_005229.1,,66782,67072,-,HNH endonuclease,No COG annotation,,
SGL_RS00985,SGL_RS00985,NC_005230.1,sll7075,66936,67976,-,hypothetical protein,No COG annotation,,Op1244
SGL_RS00295,SGL_RS00295,NC_005229.1,ssl5065,67163,67378,-,hypothetical protein,No COG annotation,,Op1476
SGL_RS00300,SGL_RS00300,NC_005229.1,sll5066,67362,67976,-,ParA family protein,No COG annotation,,Op1476
SGL_RS02150,SGL_RS02150,NC_000911.1,slr1118,67606,68361,+,WecB/TagA/CpsF family glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op1920
SGL_RS00305,SGL_RS00305,NC_005229.1,sll5067,68050,68574,-,ATP-binding protein,No COG annotation,,Op91
SGL_RS01700,SGL_RS01700,NC_005232.1,slr6072,68201,69757,+,DUF2357 domain-containing protein,No COG annotation,,Op419
SGL_RS02155,tsaB,NC_000911.1,sll1063,68400,69059,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,"Post-translational modification, protein turnover, and chaperones",,Op2553
SGL_RS19300,SGL_RS19300,NC_005229.1,,68904,69296,-,hypothetical protein,No COG annotation,,
SGL_RS18490,SGL_RS18490,NC_005229.1,,69244,69408,-,hypothetical protein,No COG annotation,,
SGL_RS02160,SGL_RS02160,NC_000911.1,slr1119,69284,69985,+,GDSL-type esterase/lipase family protein,Amino acid transport and metabolism,,Op143
SGL_RS00315,SGL_RS00315,NC_005229.1,sll5069,69335,70810,-,hypothetical protein,No COG annotation,,Op1843
SGL_RS01705,SGL_RS01705,NC_005232.1,slr6073,69754,71157,+,hypothetical protein,No COG annotation,,Op419
SGL_RS02165,SGL_RS02165,NC_000911.1,sll1062,70016,70393,-,hypothetical protein,No COG annotation,,Op1346
SGL_RS02170,SGL_RS02170,NC_000911.1,sll1061,70420,70935,-,hypothetical protein,No COG annotation,,Op1346
SGL_RS02175,SGL_RS02175,NC_000911.1,sll1060,70944,74042,-,UPF0182 family protein,Function unknown,,Op1346
SGL_RS01710,SGL_RS01710,NC_005232.1,slr6074,71154,72809,+,phospholipase D family protein,No COG annotation,,Op419
SGL_RS00320,SGL_RS00320,NC_005229.1,slr5071,71474,71818,+,helix-turn-helix transcriptional regulator,No COG annotation,,Op56
SGL_RS19365,SGL_RS19365,NC_005229.1,,71972,72238,+,hypothetical protein,No COG annotation,,
SGL_RS00330,SGL_RS00330,NC_005229.1,slr5073,72425,73159,+,hypothetical protein,No COG annotation,,Op1725
SGL_RS01715,SGL_RS01715,NC_005232.1,slr6075,72816,75218,+,hypothetical protein,No COG annotation,,Op419
SGL_RS00990,SGL_RS00990,NC_005230.1,sll7077,72878,73459,-,HD domain-containing protein,Transcription,,Op149
SGL_RS00335,SGL_RS00335,NC_005229.1,ssr5074,73270,73485,+,hypothetical protein,No COG annotation,,Op684
SGL_RS00995,SGL_RS00995,NC_005230.1,sll7078,73483,74928,-,TIGR03985 family CRISPR-associated protein,No COG annotation,,Op149
SGL_RS00340,SGL_RS00340,NC_005229.1,sll5075,73728,74147,-,VOC family protein,No COG annotation,,Op2298
SGL_RS02180,SGL_RS02180,NC_000911.1,ssl2069,73978,74229,-,hypothetical protein,No COG annotation,,Op1346
SGL_RS02185,SGL_RS02185,NC_000911.1,ssr1853,74498,74785,+,PepSY domain-containing protein,Function unknown,A0A6P1VGH8_9SYNC,Op2267
SGL_RS00345,SGL_RS00345,NC_005229.1,sll5076,74510,75055,-,dihydrofolate reductase family protein,No COG annotation,,Op2487
SGL_RS02190,SGL_RS02190,NC_000911.1,slr1120,74995,75804,+,A24 family peptidase,Cell motility,,Op1062
SGL_RS00350,SGL_RS00350,NC_005229.1,slr5077,75147,75929,+,Rpn family recombination-promoting nuclease/putative transposase,Function unknown,,Op990
SGL_RS01000,SGL_RS01000,NC_005230.1,slr7080,75157,76089,+,hypothetical protein,No COG annotation,,Op433
SGL_RS01720,SGL_RS01720,NC_005232.1,sll6076,75277,76047,-,Rpn family recombination-promoting nuclease/putative transposase,Function unknown,,Op559
SGL_RS02195,SGL_RS02195,NC_000911.1,sll1059,75955,76500,-,nucleoside monophosphate kinase,Nucleotide transport and metabolism,,Op1465
SGL_RS00355,SGL_RS00355,NC_005229.1,slr5078,76050,76988,+,ion channel,Carbohydrate transport and metabolism,,Op1222
SGL_RS01005,SGL_RS01005,NC_005230.1,slr7081,76204,77592,+,hypothetical protein,No COG annotation,,Op1595
SGL_RS01725,SGL_RS01725,NC_005232.1,ssl6077,76272,76487,-,hypothetical protein,No COG annotation,,Op969
SGL_RS02200,dapB,NC_000911.1,sll1058,76580,77407,-,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,,Op112
SGL_RS00360,SGL_RS00360,NC_005229.1,sll5079,77192,77944,-,glucose 1-dehydrogenase,No COG annotation,,Op1475
SGL_RS01735,SGL_RS01735,NC_005232.1,slr6080,77205,77669,+,hypothetical protein,No COG annotation,,Op1347
SGL_RS02205,SGL_RS02205,NC_000911.1,sll1057,77494,77826,-,thioredoxin family protein,"Post-translational modification, protein turnover, and chaperones",,Op1408
SGL_RS01010,SGL_RS01010,NC_005230.1,slr7082,77599,78591,+,hypothetical protein,No COG annotation,,Op1595
SGL_RS02210,SGL_RS02210,NC_000911.1,,77980,78246,-,DUF2442 domain-containing protein,No COG annotation,,
SGL_RS01740,SGL_RS01740,NC_005232.1,slr6081,77988,78551,+,hypothetical protein,No COG annotation,,Op1719
SGL_RS00365,SGL_RS00365,NC_005229.1,sll5080,78057,78881,-,alpha/beta hydrolase,No COG annotation,,Op2489
SGL_RS02215,SGL_RS02215,NC_000911.1,,78206,78445,-,DUF4160 domain-containing protein,No COG annotation,,
SGL_RS02220,purL,NC_000911.1,sll1056,78467,80800,-,phosphoribosylformylglycinamidine synthase subunit PurL,Nucleotide transport and metabolism,,Op458
SGL_RS01745,SGL_RS01745,NC_005232.1,ssl6082,78616,78828,-,hypothetical protein,No COG annotation,,Op1343
SGL_RS01015,SGL_RS01015,NC_005230.1,slr7083,78642,79775,+,hypothetical protein,No COG annotation,,Op292
SGL_RS01750,SGL_RS01750,NC_005232.1,ssr6083,78981,79160,+,hypothetical protein,No COG annotation,,Op1718
SGL_RS20100,SGL_RS20100,NC_005232.1,,79160,79291,+,hypothetical protein,No COG annotation,,
SGL_RS01755,SGL_RS01755,NC_005232.1,slr6084,79356,79865,+,antirestriction protein ArdA,No COG annotation,,Op2058
SGL_RS00370,SGL_RS00370,NC_005229.1,sll5081,79505,80293,-,YwqG family protein,No COG annotation,,Op245
SGL_RS01020,SGL_RS01020,NC_005230.1,ssr7084,79821,80048,+,hypothetical protein,No COG annotation,,Op18
SGL_RS01760,SGL_RS01760,NC_005232.1,ssr6085,79934,80191,+,hypothetical protein,No COG annotation,,Op2531
SGL_RS01025,SGL_RS01025,NC_005230.1,sll7085,80203,81933,-,RAMP superfamily CRISPR-associated protein,No COG annotation,,Op864
SGL_RS01765,SGL_RS01765,NC_005232.1,ssr6086,80256,80447,+,hypothetical protein,No COG annotation,,Op624
SGL_RS19325,SGL_RS19325,NC_005232.1,,80550,80750,+,hypothetical protein,No COG annotation,,
SGL_RS00375,SGL_RS00375,NC_005229.1,slr5082,80783,81613,+,Rpn family recombination-promoting nuclease/putative transposase,Function unknown,,Op2576
SGL_RS01770,SGL_RS01770,NC_005232.1,slr6087,80814,81371,+,siphovirus Gp157 family protein,No COG annotation,,Op2112
SGL_RS02225,SGL_RS02225,NC_000911.1,slr1122,80938,81690,+,hypothetical protein,Function unknown,,Op1814
SGL_RS01775,SGL_RS01775,NC_005232.1,slr6088,81463,81960,+,hypothetical protein,No COG annotation,,Op674
SGL_RS02230,SGL_RS02230,NC_000911.1,sll1054,81696,82259,-,NUDIX hydrolase,"Replication, recombination and repair",A0A6P1VAP5_9SYNC,Op881
SGL_RS19370,SGL_RS19370,NC_005229.1,,81723,81878,-,hypothetical protein,No COG annotation,,
SGL_RS01030,SGL_RS01030,NC_005230.1,sll7086,82196,82591,-,hypothetical protein,No COG annotation,,Op1616
SGL_RS02235,SGL_RS02235,NC_000911.1,sll1053,82291,83853,-,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,,Op881
SGL_RS00385,SGL_RS00385,NC_005229.1,sll5083,82309,84186,-,AAA family ATPase,No COG annotation,,Op1282
SGL_RS01035,cmr4,NC_005230.1,sll7087,82630,83409,-,type III-B CRISPR module RAMP protein Cmr4,No COG annotation,,Op1616
SGL_RS01785,SGL_RS01785,NC_005232.1,slr6090,82861,86385,+,hypothetical protein,No COG annotation,,Op931
SGL_RS01040,SGL_RS01040,NC_005230.1,slr7088,83501,83881,+,peptidase,No COG annotation,,Op657
SGL_RS01045,SGL_RS01045,NC_005230.1,sll7089,83905,85017,-,type III-B CRISPR module-associated protein Cmr3,No COG annotation,,Op1995
SGL_RS02240,gmk,NC_000911.1,slr1123,84122,84697,+,guanylate kinase,Nucleotide transport and metabolism,,Op20
SGL_RS00390,SGL_RS00390,NC_005229.1,sll5084,84439,85110,-,thermonuclease family protein,No COG annotation,,Op2621
SGL_RS02245,SGL_RS02245,NC_000911.1,slr1124,84776,86107,+,histidine phosphatase family protein,Carbohydrate transport and metabolism,,Op568
SGL_RS00395,SGL_RS00395,NC_005229.1,slr5085,85167,85469,+,hypothetical protein,No COG annotation,,Op40
SGL_RS01050,cas10,NC_005230.1,sll7090,85199,88138,-,type III-B CRISPR-associated protein Cas10/Cmr2,No COG annotation,,Op468
SGL_RS00400,SGL_RS00400,NC_005229.1,sll5086,85552,86997,-,PLP-dependent aminotransferase family protein,No COG annotation,,Op333
SGL_RS02250,SGL_RS02250,NC_000911.1,slr1125,86159,87418,+,glycosyltransferase,Energy production and conversion,,Op1966
SGL_RS19740,SGL_RS19740,NC_005232.1,,86417,86521,+,DNA cytosine methyltransferase,No COG annotation,,
SGL_RS19330,SGL_RS19330,NC_005232.1,,86472,86870,+,hypothetical protein,No COG annotation,,
SGL_RS01795,SGL_RS01795,NC_005232.1,ssl6092,87011,87265,-,hypothetical protein,No COG annotation,,Op554
SGL_RS01800,SGL_RS01800,NC_005232.1,sll6093,87258,87854,-,ParA family protein,No COG annotation,A0A068N3N6_SYNY4,Op554
SGL_RS02255,SGL_RS02255,NC_000911.1,sll1052,87536,87910,-,sulfite exporter TauE/SafE family protein,Function unknown,A0A6P1VGI7_9SYNC,Op1802
SGL_RS00405,SGL_RS00405,NC_005229.1,slr5087,87601,88020,+,DUF2267 domain-containing protein,No COG annotation,,Op2523
SGL_RS02260,SGL_RS02260,NC_000911.1,sll1051,88017,88661,-,HEAT repeat domain-containing protein,Energy production and conversion,,Op115
SGL_RS18620,SGL_RS18620,NC_005232.1,,88094,88417,+,HNH endonuclease,No COG annotation,,
SGL_RS00410,SGL_RS00410,NC_005229.1,slr5088,88114,88830,+,SDR family oxidoreductase,No COG annotation,,Op1393
SGL_RS01055,csx18,NC_005230.1,slr7091,88262,88630,+,CRISPR-associated protein Csx18,No COG annotation,,Op721
SGL_RS19530,SGL_RS19530,NC_005232.1,,88430,89968,+,class I SAM-dependent DNA methyltransferase,No COG annotation,,
SGL_RS01060,cas1,NC_005230.1,slr7092,88627,89616,+,CRISPR-associated endonuclease Cas1,No COG annotation,,Op721
SGL_RS02265,SGL_RS02265,NC_000911.1,sll1049,88818,90506,-,transglutaminase family protein,Amino acid transport and metabolism,,Op398
